,passage_id,question,passage
80,2001_1368_64d,W jakim stopniu kwoty opłat za czynności egzekucyjne ulegają podwyższaniu?,"Art. 64d. § 1. Kwoty opłat za czynności egzekucyjne ulegają podwyższaniu w stopniu odpowiadającym wzrostowi cen towarów i usług konsumpcyjnych wynikającemu ze wskaźnika cen towarów i usług konsumpcyjnych ogółem ogłaszanego przez Prezesa Głównego Urzędu Statystycznego w formie komunikatu w Dzienniku Urzędowym Rzeczypospolitej Polskiej ""Monitor Polski"", z uwzględnieniem zaokrąglenia, o którym mowa w art. 27a. § 2. Podwyższanie kwot opłat za czynności egzekucyjne następuje z ostatnim dniem kwartału następującego po kwartale, w którym wzrost cen towarów i usług konsumpcyjnych, liczony od dnia 1 stycznia 2002 roku przekroczył 20% lub wielokrotność tej wielkości. § 3. Minister właściwy do spraw finansów publicznych ogłasza, w drodze obwieszczenia, podwyższone kwoty opłat za czynności egzekucyjne w Dzienniku Urzędowym Rzeczypospolitej Polskiej ""Monitor Polski"". § 4.Przepisy § 1-3 stosuje się również do innych należności lub wartości określonych w ustawie kwotowo."
81,2001_1368_64b,W jakim stopniu kwoty opłat za czynności egzekucyjne ulegają podwyższaniu?,"Art. 64b. Wydatkami egzekucyjnymi są koszty faktycznie poniesione przez organ egzekucyjny w związku z prowadzeniem egzekucji, a w szczególności na opłacenie: 1) przejazdu i delegacji poborcy lub egzekutora, 2) przewozu, załadowania, rozładowania, przechowania, utrzymania i dozoru zwierząt oraz ruchomości odebranych albo usuniętych z opróżnionych budynków, lokali i pomieszczeń, 3) przymusowego otwarcia środków transportu, pomieszczeń i schowków, 4) należności świadków, biegłych i rzeczoznawców, 5) ogłoszenia w prasie, 6) sporządzenia dokumentów, 7) prowadzenia zarządu zajętej nieruchomości, 8) prowizji i opłat pobieranych w związku z realizacją zajęcia przez dłużnika zajętej wierzytelności lub przekazywaniem dochodzonych kwot do organu egzekucyjnego, 9) kosztu uzyskania informacji o majątku dłużnika, 10) wykonania zastępczego, 11) zastosowania przymusu bezpośredniego."
82,2001_1368_64e,W jakim stopniu kwoty opłat za czynności egzekucyjne ulegają podwyższaniu?,"Art. 64e. § 1. Organ egzekucyjny może umorzyć w całości lub w części przypadające na jego rzecz koszty egzekucyjne. § 2. Koszty egzekucyjne mogą być umorzone, jeżeli: 1) stwierdzono nieściągalność od zobowiązanego dochodzonego obowiązku lub gdy zobowiązany wykaże, że nie jest w stanie ponieść kosztów egzekucyjnych bez znacznego uszczerbku dla swojej sytuacji finansowej, 2) za umorzeniem przemawia ważny interes publiczny, 3) ściągnięcie tylko kosztów egzekucyjnych spowodowałoby niewspółmierne wydatki egzekucyjne. § 3. Koszty egzekucyjne powstałe w egzekucji należności pieniężnych mogą być umorzone w przypadkach określonych w § 2 pkt 1, jeżeli obciążenie wierzyciela obowiązkiem uiszczenia tych kosztów byłoby gospodarczo nieuzasadnione. § 4. W przypadku częściowego umorzenia kosztów egzekucyjnych umarza się przede wszystkim opłaty za czynności egzekucyjne. § 5. Na postanowienie w sprawie umorzenia kosztów egzekucyjnych służy zażalenie zobowiązanemu i wierzycielowi niebędącemu jednocześnie organem egzekucyjnym."
83,2001_1368_64,W jakim stopniu kwoty opłat za czynności egzekucyjne ulegają podwyższaniu?,"Art. 64. § 1. Organ egzekucyjny, z zastrzeżeniem § 2, w egzekucji należności pieniężnych pobiera za dokonane czynności egzekucyjne opłaty w następującej wysokości, z zastrzeżeniem art. 64d: 1) za pobranie pieniędzy na miejscu u zobowiązanego - 5% kwoty pobranej należności, nie mniej jednak niż 2 zł 50 gr, 2) za zajęcie świadczeń z ubezpieczenia społecznego - 4% kwoty egzekwowanej należności, nie mniej jednak niż 1 zł 40 gr, 3) za zajęcie wynagrodzenia za pracę - 4% egzekwowanej należności, nie mniej jednak, niż 2 zł 50 gr, 4) za zajęcie innych niż wymienione w pkt 2 i 3 wierzytelności pieniężnych lub innych praw majątkowych - 5% kwoty egzekwowanej należności, nie mniej jednak niż 4 zł 20 gr, 5) za zajęcie ruchomości - 6% kwoty egzekwowanej należności, nie mniej jednak niż 6 zł 80 gr, 6) za zajęcie nieruchomości - 8% kwoty egzekwowanej należności, nie więcej jednak niż czterdziestopięciokrotna wysokość najniższego wynagrodzenia za pracę określonego w odrębnych przepisach, obowiązującego w dniu, w którym opłata stała się należna, 7) za odebranie zajętych ruchomości od zobowiązanego - 5% kwoty wartości szacunkowej tych ruchomości, nie mniej jednak niż 6 zł 80 gr, 8) za odebranie pomieszczeń w zajętej nieruchomości - w wysokości i na zasadach określonych w art. 64a § 1 pkt 6, 9) za ogłoszenie sprzedaży zajętych ruchomości w drodze licytacji lub przetargu ofert lub za czynności przygotowawcze do sprzedaży egzekucyjnej w inny sposób - 6 zł 80 gr, 10) za ogłoszenie sprzedaży zajętej nieruchomości - 10 zł, 11) za przeprowadzenie licytacji lub dokonanie sprzedaży egzekucyjnej w inny sposób - 5% kwoty uzyskanej ze sprzedaży, nie mniej jednak niż 6 zł 80 gr, 12) za spisanie protokołu o udaremnieniu przez zobowiązanego przeprowadzenia egzekucji z zajętych ruchomości lub praw majątkowych przez ich usunięcie, zbycie lub uszkodzenie - 10% wartości szacunkowej tych ruchomości, nie mniej jednak niż 13 zł 50 gr, 13) za wezwanie pomocy Policji, Straży Granicznej, Urzędu Ochrony Państwa, Żandarmerii Wojskowej lub wojskowych organów porządkowych - 13 zł 50 gr, 14) za spisanie na miejscu u zobowiązanego protokołu o stanie majątkowym zobowiązanego - 10% kwoty egzekwowanej należności, nie więcej jednak niż 3 zł. § 2. Organ egzekucyjny pobiera opłaty za czynności egzekucyjne, jeżeli nie później niż po upływie 14 dni od dnia dokonania pierwszego zajęcia nieruchomości, rzeczy lub prawa majątkowego nadał w placówce pocztowej za pokwitowaniem lub doręczył zobowiązanemu odpis tytułu wykonawczego lub zawiadomienie o zajęciu wierzytelności lub innego prawa majątkowego. § 3. Opłaty za czynności egzekucyjne, o których mowa w § 1 pkt 1-6, oblicza się oddzielnie od każdego tytułu wykonawczego, który był podstawą dokonania czynności egzekucyjnych. § 4. Opłaty za zajęcia, o których mowa w § 1 pkt 2-6, pobiera się tylko raz w toku postępowania egzekucyjnego, chociażby takie same czynności były następnie ponawiane. § 5. Jeżeli w celu wyegzekwowania tej samej należności pieniężnej dokonano czynności egzekucyjnych, o których mowa w § 1 pkt 2-6, opłatę egzekucyjną pobiera się tylko za jedno zajęcie, za które należy się najwyższa opłata, nie mniej jednak niż 6 zł 80 gr. § 6. Organ egzekucyjny pobiera opłatę manipulacyjną z tytułu zwrotu wydatków za wszystkie czynności manipulacyjne związane ze stosowaniem środków egzekucyjnych. Opłata wynosi 1% kwoty egzekwowanych należności objętych każdym tytułem wykonawczym, nie mniej jednak niż 1 zł 40 gr. § 7. Jeżeli wysokość opłaty egzekucyjnej jest określona stosunkowo do egzekwowanej lub pobranej należności pieniężnej, w podstawie obliczenia opłaty uwzględnia się również odsetki z tytułu niezapłacenia należności w terminie, przypadające w dniu powstania obowiązku uiszczenia opłaty. § 8. Zapłata egzekwowanej należności po dokonaniu czynności egzekucyjnych nie zwalnia od obowiązku uiszczenia opłaty manipulacyjnej oraz opłat za czynności egzekucyjne i wydatków egzekucyjnych. § 9. Obowiązek uiszczenia opłat, o których mowa w § 1 i 6, powstaje: 1) za pobranie pieniędzy - z chwilą pobrania, 2) za zajęcie wierzytelności pieniężnych lub innych praw majątkowych u dłużnika zajętej wierzytelności - z chwilą doręczenia dłużnikowi zajętej wierzytelności zawiadomienia o zajęciu, 3) za zajęcie wierzytelności pieniężnych lub innych praw majątkowych w inny sposób niż określony w pkt 2 - z chwilą zawiadomienia zobowiązanego o zajęciu, 4) za zajęcie ruchomości - z chwilą podpisania protokołu zajęcia przez poborcę skarbowego, 5) za zajęcie nieruchomości - z chwilą doręczenia zobowiązanemu wezwania, o którym mowa w art. 110c § 2, 6) za odebranie zajętych ruchomości od zobowiązanego lub odebranie pomieszczeń w zajętej nieruchomości - z chwilą podpisania przez poborcę skarbowego protokołu ich odebrania, 7) za ogłoszenie o licytacji ruchomości lub za czynności przygotowawcze do sprzedaży egzekucyjnej zajętych ruchomości w inny sposób lub ogłoszenie sprzedaży zajętej nieruchomości - z chwilą doręczenia zobowiązanemu odpisu obwieszczenia o licytacji lub zawiadomienia o dokonaniu czynności przygotowawczych do sprzedaży w inny sposób, 8) za przeprowadzenie licytacji lub dokonanie sprzedaży egzekucyjnej w inny sposób - z chwilą podpisania przez poborcę skarbowego protokołu sprzedaży, 9) za spisanie protokołu o udaremnieniu egzekucji - z chwilą podpisania przez poborcę skarbowego tego protokołu, 10) za wezwanie pomocy organów, o których mowa w § 1 pkt 13 - z chwilą przybycia funkcjonariusza na miejsce wykonywania czynności egzekucyjnej, 11) za spisanie protokołu o stanie majątkowym zobowiązanego - z chwilą podpisania protokołu przez poborcę skarbowego lub innego upoważnionego pracownika oraz przez zobowiązanego lub świadka przywołanego do tej czynności. § 10. Obowiązek uiszczenia opłaty manipulacyjnej powstaje z chwilą doręczenia zobowiązanemu odpisu tytułu wykonawczego. Jeżeli pierwszą czynnością egzekucyjną jest zajęcie wierzytelności pieniężnej lub innego prawa majątkowego u dłużnika zajętej wierzytelności, obowiązek uiszczenia opłaty manipulacyjnej powstaje równocześnie z obowiązkiem uiszczenia opłaty za zajęcie.""; 53) dodaje się art. 64a - 64f w brzmieniu: ""Art. 64a. § 1. Organ egzekucyjny w egzekucji obowiązków o charakterze niepieniężnym pobiera opłaty za dokonane czynności egzekucyjne w następującej wysokości, z zastrzeżeniem art. 64d: 1) za wydanie postanowienia o nałożeniu grzywny w celu przymuszenia - 10% kwoty nałożonej grzywny, nie więcej jednak niż 68 zł; w przypadku wielokrotnego nakładania grzywien opłatę pobiera się osobno od każdego postanowienia, 2) za wydanie postanowienia o: a) zastosowaniu wykonania zastępczego, b) wezwaniu zobowiązanego do wydania rzeczy ruchomej albo dokumentu, c) wezwaniu zobowiązanego do wykonania obowiązku wydania nieruchomości albo opróżnienia lokalu, d) wezwaniu zobowiązanego do wykonania obowiązku wskazanego w tytule wykonawczym, z zagrożeniem zastosowania przymusu bezpośredniego - 6 zł 80 gr, 3) za odebranie rzeczy ruchomej - 6 zł 80 gr, 4) za odebranie dokumentu - 4 zł 20 gr, 5) za odebranie nieruchomości - 68 zł, 6) za opróżnienie lokalu i innych pomieszczeń - 6 zł 80 gr od każdej izby; za opróżnienie pomieszczeń mieszkalnych nie pobiera się odrębnej opłaty od pomieszczeń pomocniczych, jak przedpokoje, korytarze, werandy, łazienki, spiżarnie, a za opróżnienie pomieszczeń gospodarczych, w szczególności garaży i stajni, pobiera się opłatę za każde pomieszczenie jak za izbę, 7) za czynności dotyczące sprzedaży licytacyjnej, za spisanie protokołu o udaremnieniu przeprowadzenia egzekucji oraz za wezwanie pomocy organów, o których mowa w art. 64 § 1 pkt 13, pobiera się odpowiednio opłaty określone w art. 64 § 1 pkt 7, 9 i 11 - 13. § 2. Obowiązek uiszczenia opłat, o których mowa w § 1, powstaje: 1) za wydanie postanowień wymienionych w pkt 1 i 2 - z chwilą doręczenia zobowiązanemu postanowienia, 2) za czynności wymienione w pkt 3-6 - z chwilą podpisania przez egzekutora protokołu czynności egzekucyjnych, 3) za czynności wymienione w pkt 7 - z chwilą doręczenia zobowiązanemu odpisu obwieszczenia o licytacji, z chwilą podpisania protokołu przeprowadzenia licytacji, z chwilą przybycia funkcjonariusza organów, o których mowa w art. 64 § 1 pkt 13, na miejsce wykonywania czynności egzekucyjnych lub z chwilą podpisania protokołu o udaremnieniu przeprowadzenia egzekucji."
84,2001_627_419,Kto sprawuje nadzór nad działalnością Narodowego Funduszu?,"Art. 419. 1. Nadzór nad działalnością Narodowego Funduszu sprawuje minister właściwy do spraw środowiska. 2. Uchwały Rady Nadzorczej Narodowego Funduszu są przekazywane w ciągu 7 dni od ich podjęcia ministrowi właściwemu do spraw środowiska. 3. Uchwała Rady Nadzorczej Narodowego Funduszu sprzeczna z prawem jest nieważna; o nieważności uchwały w całości lub w części orzeka, w drodze decyzji, organ nadzoru w terminie nie dłuższym niż 14 dni od dnia otrzymania uchwały. 4. Organ nadzoru, wszczynając postępowanie w sprawie stwierdzenia nieważności uchwały, może wstrzymać jej wykonanie. 5. W sprawach stwierdzenia nieważności uchwały stosuje się odpowiednio przepisy Kodeksu postępowania administracyjnego oraz przepisy ustawy z dnia 11 maja 1995 r. o Naczelnym Sądzie Administracyjnym (Dz.U. Nr 74, poz. 368 i Nr 104, poz. 515, z 1997 r. Nr 75, poz. 471, Nr 106, poz. 679, Nr 114, poz. 739 i Nr 144, poz. 971, z 1998 r. Nr 162, poz. 1126, z 1999 r. Nr 75, poz. 853 oraz z 2000 r. Nr 2, poz. 5, Nr 48, poz. 552, Nr 60, poz. 704 i Nr 91, poz. 1008). 6. Przepisy ust. 2-4 stosuje się odpowiednio do wojewódzkich funduszy, z tym że organem nadzoru jest wojewoda. 7. Po upływie terminu, o którym mowa w ust. 3, organ nadzoru nie może we własnym zakresie stwierdzić nieważności uchwały Rady Nadzorczej Narodowego Funduszu lub wojewódzkiego funduszu; organ nadzoru może zaskarżyć uchwałę do sądu administracyjnego. 8. W przypadku, o którym mowa w ust. 7, wydanie postanowienia o wstrzymaniu wykonania uchwały należy do sądu administracyjnego."
85,2004_1263_10d,Kto sprawuje nadzór nad działalnością Narodowego Funduszu?,"Art. 10d. 1. Środki Funduszu są gromadzone na wyodrębnionym rachunku bankowym Ubezpieczeniowego Funduszu Gwarancyjnego. 2. Środki Funduszu pochodzą z: 1) wpłat przedsiębiorców, o których mowa w art. 5 ust. 1 pkt 2 lit. d; 2) odsetek od środków pieniężnych gromadzonych na rachunku bankowym, o którym mowa w ust. 1; 3) przychodów z lokat środków Funduszu dokonywanych z zachowaniem jak najwyższego stopnia bezpieczeństwa, jakości i rentowności środków Funduszu, przy jednoczesnym zachowaniu ich płynności; 4) środków uzyskanych przez Ubezpieczeniowy Fundusz Gwarancyjny z pożyczek i kredytów na rzecz Funduszu; 5) innych wpływów. 3. W przypadku niedoboru środków na rachunku Funduszu niezbędnych do jego właściwego funkcjonowania, w tym realizacji zadań, o których mowa w art. 5 ust. 5j i 5l, Ubezpieczeniowy Fundusz Gwarancyjny może udzielić Funduszowi zwrotnego finansowania na warunkach odpowiadających stopie oprocentowania lokat uzyskiwanych przez Ubezpieczeniowy Fundusz Gwarancyjny w danym okresie, przy uwzględnieniu bezpieczeństwa i płynności środków Ubezpieczeniowego Funduszu Gwarancyjnego. Wysokość zwrotnego finansowania udzielonego przez Ubezpieczeniowy Fundusz Gwarancyjny na rzecz Funduszu nie może przekroczyć wysokości 5% wartości lokat funduszu statutowego Ubezpieczeniowego Funduszu Gwarancyjnego w okresie finansowania do jednego roku. 4. Ubezpieczeniowemu Funduszowi Gwarancyjnemu przysługuje prawo dochodzenia od przedsiębiorcy zwrotu wypłaconych kwot, o których mowa w art. 5 ust. 5j, 5l i 5m, w przypadku gdy: 1) po złożeniu oświadczenia o niewypłacalności, o którym mowa w art. 5 ust. 3e pkt 1, albo 2) po wydaniu przez marszałka województwa dyspozycji, o której mowa w art. 5 ust. 3f – przedsiębiorca w dalszym ciągu wykonuje działalność organizatora turystyki lub pośrednika turystycznego. 5. Ubezpieczeniowemu Funduszowi Gwarancyjnemu przysługuje roszczenie do masy upadłości organizatora turystyki lub pośrednika turystycznego o zwrot wypłaconych środków, o których mowa w art. 10e ust. 1. 6. Wierzytelności, o których mowa w ust. 5, Ubezpieczeniowy Fundusz Gwarancyjny może zgłaszać syndykowi do czasu prawomocnego wykonania planów podziału funduszu masy."
86,2001_627_413,Kto sprawuje nadzór nad działalnością Narodowego Funduszu?,"Art. 413. 1. Rada Nadzorcza Narodowego Funduszu liczy od 13 do 15 osób, a rady nadzorcze wojewódzkich funduszy - 9 albo 10 osób. 2. Skład i strukturę Rady Nadzorczej Narodowego Funduszu ustala, w drodze zarządzenia, minister właściwy do spraw środowiska, uwzględniając w składzie Rady dwóch przedstawicieli strony samorządowej Komisji Wspólnej Rządu i Samorządu Terytorialnego oraz przedstawiciela organizacji ekologicznych, wybranego spośród zgłoszonych przez nie kandydatów cieszących się poparciem największej liczby tych organizacji. 3. W razie niezgłoszenia przedstawicieli przez stronę samorządową Komisji Wspólnej Rządu i Samorządu Terytorialnego lub organizacje ekologiczne minister właściwy do spraw środowiska może delegować na ich miejsce swoich przedstawicieli. 4. Członków Rady Nadzorczej Narodowego Funduszu powołuje i odwołuje minister właściwy do spraw środowiska. 5. W skład rad nadzorczych wojewódzkich funduszy wchodzą: 1) przedstawiciel wojewody, 2) przedstawiciel właściwej komisji do spraw środowiska sejmiku województwa, 3) przewodniczący wojewódzkiej komisji ochrony przyrody, 4) przedstawiciel Narodowego Funduszu wyznaczony przez Radę Nadzorczą tego funduszu, 5) jeden lub dwaj specjaliści z dziedziny ochrony środowiska i gospodarki wodnej wyznaczeni przez sejmik województwa, 6) dwaj przedstawiciele wyznaczeni przez sejmik województwa, 7) przedstawiciel organizacji ekologicznych wybrany spośród kandydatów zgłoszonych przez organizacje działające i posiadające struktury organizacyjne na terenie danego województwa i cieszących się poparciem największej ich liczby, 8) przedstawiciel samorządu gospodarczego wybrany spośród kandydatów zgłoszonych przez samorządy gospodarcze. 6. Członków rady nadzorczej wojewódzkiego funduszu, uwzględniając stanowisko jednostek organizacyjnych, o których mowa w ust. 5, powołuje i odwołuje zarząd województwa. 7. Uchwała zarządu województwa, o której mowa w ust. 6, podlega nadzorowi wojewody, w rozumieniu przepisów ustawy z dnia 5 czerwca 1998 r. o samorządzie województwa (Dz.U. Nr 91, poz. 576, Nr 155, poz. 1014, Nr 160, poz. 1060 i Nr 162, poz. 1126 oraz z 2000 r. Nr 12, poz. 136, Nr 26, poz. 306, Nr 48, poz. 550 i 552, Nr 62, poz. 718, Nr 88, poz. 985, Nr 91, poz. 1009 i Nr 95, poz. 1041). 8. Funkcji członka rady nadzorczej wojewódzkiego funduszu nie mogą pełnić wojewoda, wicewojewoda oraz członkowie zarządu województwa."
87,2001_627_419,Kto sprawuje nadzór nad działalnością Narodowego Funduszu?,"Art. 419. 1. Nadzór nad działalnością Narodowego Funduszu sprawuje minister właściwy do spraw środowiska. 2. Uchwały Rady Nadzorczej Narodowego Funduszu są przekazywane w ciągu 7 dni od ich podjęcia ministrowi właściwemu do spraw środowiska. 3. Uchwała Rady Nadzorczej Narodowego Funduszu sprzeczna z prawem jest nieważna; o nieważności uchwały w całości lub w części orzeka, w drodze decyzji, organ nadzoru w terminie nie dłuższym niż 14 dni od dnia otrzymania uchwały. 4. Organ nadzoru, wszczynając postępowanie w sprawie stwierdzenia nieważności uchwały, może wstrzymać jej wykonanie. 5. W sprawach stwierdzenia nieważności uchwały stosuje się odpowiednio przepisy Kodeksu postępowania administracyjnego oraz przepisy ustawy z dnia 11 maja 1995 r. o Naczelnym Sądzie Administracyjnym (Dz.U. Nr 74, poz. 368 i Nr 104, poz. 515, z 1997 r. Nr 75, poz. 471, Nr 106, poz. 679, Nr 114, poz. 739 i Nr 144, poz. 971, z 1998 r. Nr 162, poz. 1126, z 1999 r. Nr 75, poz. 853 oraz z 2000 r. Nr 2, poz. 5, Nr 48, poz. 552, Nr 60, poz. 704 i Nr 91, poz. 1008). 6. Przepisy ust. 2-4 stosuje się odpowiednio do wojewódzkich funduszy, z tym że organem nadzoru jest wojewoda. 7. Po upływie terminu, o którym mowa w ust. 3, organ nadzoru nie może we własnym zakresie stwierdzić nieważności uchwały Rady Nadzorczej Narodowego Funduszu lub wojewódzkiego funduszu; organ nadzoru może zaskarżyć uchwałę do sądu administracyjnego. 8. W przypadku, o którym mowa w ust. 7, wydanie postanowienia o wstrzymaniu wykonania uchwały należy do sądu administracyjnego."
88,1997_484_6,Co podlega zaspokojeniu ze środków Funduszu?,"Art. 6. 1. W razie niewypłacalności pracodawcy niezaspokojone roszczenia pracownicze podlegają zaspokojeniu ze środków Funduszu. 2. Zaspokojeniu ze środków Funduszu podlegają: 1) jednorazowe odszkodowanie pieniężne przysługujące, na podstawie przepisów o świadczeniach pieniężnych z tytułu wypadków przy pracy i chorób zawodowych, pracownikowi albo członkom rodziny zmarłego pracownika - w pełnej wysokości, 2) wynagrodzenie za pracę, wynagrodzenie za czas nie zawinionego przez pracownika przestoju, zasiłek chorobowy finansowany ze środków na wynagrodzenia, a także świadczenie wyrównawcze przysługujące pracownikowi na podstawie przepisów o świadczeniach z tytułu wypadków przy pracy i chorób zawodowych - za okres nie dłuższy niż 3 miesiące poprzedzające datę wystąpienia niewypłacalności albo termin ustania stosunku pracy. Przypadająca za okres 1 miesiąca wypłata świadczeń z Funduszu nie może przekraczać kwoty przeciętnego miesięcznego wynagrodzenia, o którym mowa w art. 4 ust. 2. 3. Minister Pracy i Polityki Socjalnej, w uzgodnieniu z Radą Funduszu, może rozszerzyć, w drodze rozporządzenia, zakres świadczeń pracowniczych podlegających zaspokojeniu ze środków Funduszu oraz wydłużyć okres, za który wypłaca się świadczenia z Funduszu, a także podnieść maksymalną wysokość tych świadczeń."
89,2004_1263_10e,Co podlega zaspokojeniu ze środków Funduszu?,"Art. 10e. 1. Środki Funduszu przeznacza się na pokrycie kosztów i zwrot wpłat, o których mowa w art. 5 ust. 1 pkt 2, w przypadku gdy środki finansowe pochodzące z zabezpieczeń finansowych, o których mowa w art. 5 ust. 1 pkt 2 lit. a–c, okażą się niewystarczające. 2. Ze środków Funduszu dokonuje się spłaty kredytów i pożyczek, o których mowa w art. 10d ust. 2 pkt 4, wraz z odsetkami i innymi kosztami obsługi kredytów i pożyczek. Spłata kredytów i pożyczek nie może być dokonywana ze środków Ubezpieczeniowego Funduszu Gwarancyjnego innych niż zgromadzone na rachunku, o którym mowa w art. 10d ust. 1. 3. Ze środków Funduszu pokrywa się koszty związane z realizacją wypłat z Funduszu, o których mowa w ust. 1, oraz koszty jego obsługi przez Ubezpieczeniowy Fundusz Gwarancyjny. Roszczenia i zobowiązania Funduszu nie mogą być pokrywane ze środków Ubezpieczeniowego Funduszu Gwarancyjnego innych niż zgromadzone na rachunku, o którym mowa w art. 10d ust. 1."
90,2004_1263_10d,Co podlega zaspokojeniu ze środków Funduszu?,"Art. 10d. 1. Środki Funduszu są gromadzone na wyodrębnionym rachunku bankowym Ubezpieczeniowego Funduszu Gwarancyjnego. 2. Środki Funduszu pochodzą z: 1) wpłat przedsiębiorców, o których mowa w art. 5 ust. 1 pkt 2 lit. d; 2) odsetek od środków pieniężnych gromadzonych na rachunku bankowym, o którym mowa w ust. 1; 3) przychodów z lokat środków Funduszu dokonywanych z zachowaniem jak najwyższego stopnia bezpieczeństwa, jakości i rentowności środków Funduszu, przy jednoczesnym zachowaniu ich płynności; 4) środków uzyskanych przez Ubezpieczeniowy Fundusz Gwarancyjny z pożyczek i kredytów na rzecz Funduszu; 5) innych wpływów. 3. W przypadku niedoboru środków na rachunku Funduszu niezbędnych do jego właściwego funkcjonowania, w tym realizacji zadań, o których mowa w art. 5 ust. 5j i 5l, Ubezpieczeniowy Fundusz Gwarancyjny może udzielić Funduszowi zwrotnego finansowania na warunkach odpowiadających stopie oprocentowania lokat uzyskiwanych przez Ubezpieczeniowy Fundusz Gwarancyjny w danym okresie, przy uwzględnieniu bezpieczeństwa i płynności środków Ubezpieczeniowego Funduszu Gwarancyjnego. Wysokość zwrotnego finansowania udzielonego przez Ubezpieczeniowy Fundusz Gwarancyjny na rzecz Funduszu nie może przekroczyć wysokości 5% wartości lokat funduszu statutowego Ubezpieczeniowego Funduszu Gwarancyjnego w okresie finansowania do jednego roku. 4. Ubezpieczeniowemu Funduszowi Gwarancyjnemu przysługuje prawo dochodzenia od przedsiębiorcy zwrotu wypłaconych kwot, o których mowa w art. 5 ust. 5j, 5l i 5m, w przypadku gdy: 1) po złożeniu oświadczenia o niewypłacalności, o którym mowa w art. 5 ust. 3e pkt 1, albo 2) po wydaniu przez marszałka województwa dyspozycji, o której mowa w art. 5 ust. 3f – przedsiębiorca w dalszym ciągu wykonuje działalność organizatora turystyki lub pośrednika turystycznego. 5. Ubezpieczeniowemu Funduszowi Gwarancyjnemu przysługuje roszczenie do masy upadłości organizatora turystyki lub pośrednika turystycznego o zwrot wypłaconych środków, o których mowa w art. 10e ust. 1. 6. Wierzytelności, o których mowa w ust. 5, Ubezpieczeniowy Fundusz Gwarancyjny może zgłaszać syndykowi do czasu prawomocnego wykonania planów podziału funduszu masy."
91,1996_460_55,Co podlega zaspokojeniu ze środków Funduszu?,"Art. 55. W ramach FUS wyodrębnia się fundusze: 1) emerytalny, z którego finansowane są wypłaty emerytur, 2) rentowy, z którego finansowane są wypłaty rent z tytułu niezdolności do pracy, rent szkoleniowych, rent rodzinnych, dodatków do rent rodzinnych dla sierot zupełnych, dodatków pielęgnacyjnych, zasiłków pogrzebowych oraz świadczenia zlecone Zakładowi do wypłaty podlegające finansowaniu z budżetu państwa, a także koszty prewencji rentowej, 3) chorobowy, z którego finansowane są świadczenia określone w odrębnych przepisach, 4) wypadkowy, z którego finansowane są świadczenia określone w odrębnych przepisach, 5) rezerwowe dla: a) ubezpieczeń rentowych oraz chorobowego, b) ubezpieczenia wypadkowego."
92,2000_580_16,Kto jest uprawniony do wprowadzania danych do bazy danych systemu informatycznego oraz do dokonywania zmian w bazie danych tego systemu?,Art. 16. Do wprowadzania danych do bazy danych systemu informatycznego oraz do dokonywania zmian w bazie danych tego systemu uprawnione są wyłącznie osoby upoważnione przez osobę kierującą biurem informacyjnym.
93,2001_1371_82,Kto jest uprawniony do wprowadzania danych do bazy danych systemu informatycznego oraz do dokonywania zmian w bazie danych tego systemu?,"Art. 82. Administrator danych przetwarzający dane osobowe na potrzeby ewidencji jest zwolniony z obowiązku informacyjnego określonego w art. 25 ust. 1 ustawy z dnia 29 sierpnia 1997 r. o ochronie danych osobowych (Dz.U. Nr 133, poz. 883, z 2000 r. Nr 12, poz. 136, Nr 50, poz. 580 i Nr 116, poz. 1216 oraz z 2001 r. Nr 32, poz. 474 i Nr 49, poz. 509). Rozdział 10 Nadzór i kontrola"
94,2000_580_16,Kto jest uprawniony do wprowadzania danych do bazy danych systemu informatycznego oraz do dokonywania zmian w bazie danych tego systemu?,Art. 16. Do wprowadzania danych do bazy danych systemu informatycznego oraz do dokonywania zmian w bazie danych tego systemu uprawnione są wyłącznie osoby upoważnione przez osobę kierującą biurem informacyjnym.
95,2001_1402_2,Kto jest uprawniony do wprowadzania danych do bazy danych systemu informatycznego oraz do dokonywania zmian w bazie danych tego systemu?,"Art. 2. 1. W rozumieniu ustawy: 1) baza danych oznacza zbiór danych lub jakichkolwiek innych materiałów i elementów zgromadzonych według określonej systematyki lub metody, indywidualnie dostępnych w jakikolwiek sposób, w tym środkami elektronicznymi, wymagający istotnego, co do jakości lub ilości, nakładu inwestycyjnego w celu sporządzenia, weryfikacji lub prezentacji jego zawartości, 2) pobieranie danych oznacza stałe lub czasowe przejęcie lub przeniesienie całości lub istotnej, co do jakości lub ilości, części zawartości bazy danych na inny nośnik, bez względu na sposób lub formę tego przejęcia lub przeniesienia, z zastrzeżeniem art. 3, 3) wtórne wykorzystanie oznacza publiczne udostępnienie bazy danych w dowolnej formie, a w szczególności poprzez rozpowszechnianie, bezpośrednie przekazywanie lub najem, z zastrzeżeniem art. 3, 4) producentem bazy danych jest osoba fizyczna, prawna lub jednostka organizacyjna nieposiadająca osobowości prawnej, która ponosi ryzyko nakładu inwestycyjnego przy tworzeniu bazy danych. 2. Ilekroć w ustawie jest mowa o producencie należy przez to rozumieć także jego następcę prawnego."
